id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.1086/666505,10.1086/666505,Difficult Decoupling: Employee Resistance to the Commercialization of Personal Settings,Catherine Turco,American Journal of Sociology,118,2,2012-09-01T00:00:00Z,pp. 380-419,The University of Chicago Press,fla,,"The market’s tendency to organize personal spheres of life is not always unfettered, and while past studies have identified public discomfort as a bar to market expansion, this study considers a commercialization project that gained public acceptance yet nevertheless failed. The study’s key theoretical insight is that the organizational decoupling required for successful commercialization may complicate companies’ ability to gain employee acceptance. Rich ethnographic data from Motherhood, Inc., an organization offering support and services for new mothers, is leveraged to identify two conditions under which employee resistance may arise and undermine successful commercialization. This article contributes to sociological understandings by theorizing the important role of employees in commercialization and to organizational theory more generally by specifying conditions under which decoupling may be difficult to achieve."
10.2307/3083233,10.2307/3083233,Historical and Sociological Research on the Family and the Life Cycle: Methodological Alternatives,Sarane Spence Boocock,American Journal of Sociology,84,,1978-01-01T00:00:00Z,pp. S366-S394,The University of Chicago Press,fla,,
10.2307/2770856,10.2307/2770856,The Coming Problem of Assimilation,Robert A. Nisbet,American Journal of Sociology,50,4,1945-01-01T00:00:00Z,pp. 261-270,The University of Chicago Press,fla,,"The strain of transition from the army to civilian life will be greatest in those who enter the army in adolescence. Army discipline weakens self-discipline: in the army, status, on the whole, is not competitively achieved. Demobilization will mean the sudden loss of an orderly world and a sense of of security and belonging. Government agencies comparable to the army's mental hygiene clinics must help the discharged soldier who is groping for a role in new surroundings. Smaller social units, such as clubs, would help him, because, when reinforced by the family and the community, they give a man firm social roots and moral support."
10.2307/2779516,10.2307/2779516,Do Sociological Theories Grow?,David G. Wagner AND Joseph Berger,American Journal of Sociology,90,4,1985-01-01T00:00:00Z,pp. 697-728,The University of Chicago Press,fla,,"Although many observers assume that theoretical progress in sociology has been minimal, there in fact has been considerable growth. Most of the evidence, however, is hidden because sociologists generally (1) fail to differentiate kinds of theoretical activity, (2) focus almost exclusively on growth by means of increasing empirical support, and (3) ignore the variety of theoretical contexts within which growth can occur. Distinguishing among orienting strategies (i.e., metatheoretical frameworks), unit theories (individual theoretical arguments), and theoretical research programs (sets of interrelated theories) helps overcome these obstacles. A focus on programs reveals five types of relations among theories. Three types represent basic forms of theoretical growth; the other two are more specialized forms which usually emerge only in the context of programs based on one of the three basic types. These ideas are first explicated and then applied to several cases of ongoing theoretical activity in sociology. Such cases provide models or exemplars (in the Kuhnian sense) of theoretical growth. Detailed analysis of these exemplars should promote significant growth in other branches of sociology."
10.1086/210306,10.1086/210306,Philosophies of Integration: Immigration and the Idea of Citizenship in France and Britain by Adrian Favell,Carl-Ulrik Schierup,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 303-306,The University of Chicago Press,fla,,
10.2307/2774223,10.2307/2774223,Organizations and Output Transactions,James D. Thompson,American Journal of Sociology,68,3,1962-11-01T00:00:00Z,pp. 309-324,The University of Chicago Press,fla,,"Four types of output roles, designed to arrange for distribution of the ultimate products of complex organizations, are identified. Each is boundary-spanning, defined in part by reciprocal roles of non-members. Each pair of roles is built into a transaction structure. Secondary data are analyzed in relation to the typology, and behavior contingencies are hypothesized for each type of transaction sequence. Finally, some larger consequences of output relationships for organization structures are suggested."
10.2307/2778815,10.2307/2778815,Max Weber and Robert Michels,Lawrence A. Scaff,American Journal of Sociology,86,6,1981-05-01T00:00:00Z,pp. 1269-1286,The University of Chicago Press,fla,,"This paper investigates the unique intellectual parthership of Max Weber and Robert Michels. Drawing on published work and unpublished correspondence, it shows the extent and nature of the influence exerted by Weber on Michels's inquiry into the sociology of parties and organization. Beginning as a syndicalist and renegade Marxist, Michels sharpened his critical perspective under Weber's guidance. The ""structural"" and sociological analysis in his major work, Political Parties, developed within the categories and norms of Weberian social science. However, substantive disagreement arose over the central ""problematic"" of modern social theory: for Michels it was ""democracy,"" for Weber ""domination."" This disagreement accounts for their contrasting interpretations of the organizational phenomenon. The paper concludes with an evaluation of the import of Weber's critique."
10.2307/2762639,10.2307/2762639,The Relations of Social Diseases to the Family,Prince A. Morrow,American Journal of Sociology,14,5,1909-03-01T00:00:00Z,pp. 622-637,The University of Chicago Press,fla,,
10.2307/2780329,10.2307/2780329,Bureaucrats and Entrepreneurs: Institutional Responses to Deviant Children in the United States  1890-1920s,John R. Sutton,American Journal of Sociology,95,6,1990-05-01T00:00:00Z,pp. 1367-1400,The University of Chicago Press,fla,,"Child welfare was a central item on the Progressive reform agenda. But contrary to the professed goals of leading reformers, institutions for delinquent and dependent children expanded rapidly around the turn of the century. Nationwide, private agencies gres faster than those in the public sector. This article attemps to account both for the general rise in juvenile incarceration and for the trend toward privatization. It begins by exploring potential accounts of institutional expansion based on socioeconomic resource flows and social movement influence. The main concern however, is to develop a political model that focuses, first, on the internecine politics of the national charity organization movement and, second, on variation in patterns of state building among the American states. Dynamic quantitative methods are used to test these approaches. Results suggest strongly that the relative growth of public and private institutions was determined largely by political issues, including previous social policy commitments and patronage."
10.1086/231324,10.1086/231324,Modernity and the State: East  West by Claus Offe,Fred Block,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1113-1114,The University of Chicago Press,fla,,
10.2307/2776390,10.2307/2776390,The Integration of Fieldwork and Survey Methods,Sam D. Sieber,American Journal of Sociology,78,6,1973-05-01T00:00:00Z,pp. 1335-1359,The University of Chicago Press,fla,,"A historical antagonism between the proponents of qualitative fieldwork and of survey research has prevented recognition of the benefits to be gained by employing both methods in the same study. Each method can be greatly strenthenedby appealing to the unique qualities of the other. Through examination of a number of cases in which the methods have been integrated, it is possible to discern important benefits is design, data collection, and analysis. In order tofully exploit the advantages of integration, however, adjustments in traditionalprocedures will have to be made, thereby yielding a new style of social research."
10.2307/2769856,10.2307/2769856,What Is a Neurosis?,Karen Horney,American Journal of Sociology,45,3,1939-11-01T00:00:00Z,pp. 426-432,The University of Chicago Press,fla,,"The need to define a neurosis has developed only recently with the realization that psychic disturbances need not consist only of gross malfunctions, as was held in the latter part of the nineteenth century, but may consist of character trends of a particular nature, the sum total of which interferes with the individual's happiness. The impression of two kinds of neuroses-symptom neuroses and character neuroses-which resulted from this new conception is again misleading, for every neurosis is essentially a character disorder. This view introduces social viewpoints into a field claimed by medical psychiatry. From a social standpoint a neurosis can be defined as a deviation from the ""normal"" in the sense of the statistically average in a given culture. From a clinical viewpoint neuroses may be regarded as an attempt to cope with life under difficult internal conditions which center about a basic anxiety toward life in general. An attempt to bridge the difference between the socially oriented definition of neurosis and that which is clinically oriented would describe a neurosis as a deviation from the average but add that the deviation does not primarily concern the manifest behavior but the quantity or quality of basic anxiety as well as that of the deviation developed for the sake of security."
10.2307/2778890,10.2307/2778890,Understanding the Careers of Challenging Groups: A Commentary on Goldstone,William A. Gamson,American Journal of Sociology,85,5,1980-03-01T00:00:00Z,pp. 1043-1060,The University of Chicago Press,fla,,"The disagreements between Goldstone and myself go beyond the merits or demerits of The Strategy of Social Protest. We differ in our approaches to historical materials, in the way we relate argument or theory to data, and in our concern with how theoretical models may be relevant to policy. Furthermore, these differences in approach to understanding the careers of challenging groups lead us to different conclusions on what it takes to gain entry into the American Polity. As I shall try to show, Goldstone's criticism is weak, even when taken in its own terms, but our differences must be understood in the context of these wider issues."
10.2307/2767046,10.2307/2767046,The Money Market as a Special Public,Francis E. Merrill AND Carroll D. Clark,American Journal of Sociology,39,5,1934-03-01T00:00:00Z,pp. 626-636,The University of Chicago Press,fla,,"The segmental interest of a contract society are increasingly vested in a variety of special publics. The money market is taken as an example of this type of special interest group. The money market is characterized by a fund of like purpose, a form of social control developing into a code, a highly specialized universe of discourse, a shared interest in the news of certain financial activities, and a minute specialization of function. The news entering the money market and emanating from it is important in determining the subsequent activities of the special public. The various groups of participants in the market may be viewed from the standpoint of their access to the news and their ability to act upon it. The money-market public has been greatly enlarged by the liberty Bond campaigns and the national banking moratorium. The traditions and activities of the money-market public, formerly  of interest only to a limited number of participants, are becoming a matter of concern to the general public through its designated agent, the federal government."
10.2307/2782272,10.2307/2782272,Married Women's Employment in Rapidly Industrializing Societies: Examples from East Asia,Mary C. Brinton AND Yean-Ju Lee AND William L. Parish,American Journal of Sociology,100,5,1995-03-01T00:00:00Z,pp. 1099-1130,The University of Chicago Press,fla,,"A variety of explanations have addressed the phenomenon of secular change in married women's employment in rapidly industrializing countries. These include theoretical frameworks that emphasize female labor supply, the conditions of labor demand, patriarchal values, the international division of labor, and the effects of exported industrialization. This article examines two societies (South Korea and Taiwan) that showed considerable similarity in female labor supply conditions, female labor force participation, and cultural values 20 years ago but have since diverged in dramatic and puzziling ways. Using aggregate and microlevel data, this article shows that the emergent differences in married women's employment are best explained by the intersection of labor supply (similar in the two cases) and demand (markedly different). The article highlights the impact of government policy and foreign loan investment in shaping the nature of labor demand during rapid export-led industrialization in both countries."
10.2307/2761809,10.2307/2761809,The Catholic Social-Reform Movement,Merwin-Marie Snell,American Journal of Sociology,5,1,1899-07-01T00:00:00Z,pp. 16-50,The University of Chicago Press,fla,,
10.2307/2763364,10.2307/2763364,The Man With a Job,Hayes Robbins,American Journal of Sociology,20,3,1914-11-01T00:00:00Z,pp. 392-403,The University of Chicago Press,fla,,
10.2307/2779295,10.2307/2779295,The Conventionalization of Collective Behavior in Cuba,B. E. Aguirre,American Journal of Sociology,90,3,1984-11-01T00:00:00Z,pp. 541-566,The University of Chicago Press,fla,,"This paper uses information from a content analysis of Granma, the official newspaper of the Cuban Communist party, and from interviews with Cuban refugees to study how the Committees for the Defense of the Revolution, the Central Organization of Cuban Trade Unions, and other mass organizations structure collective behavior are conventionalized. There is also a description of the main forms taken by collective behavior in Cuba: the joyful crowd, the celebration of death and martyrs, the mass political gathering, the testimonial of solidarity, and the ceremonial of reception."
10.2307/2766536,10.2307/2766536,Race and Culture: A Study in Mobility  Segregation  and Selection,Maurice H. Krout,American Journal of Sociology,37,2,1931-09-01T00:00:00Z,pp. 175-189,The University of Chicago Press,fla,,"The definitions of the term ""race"" have been either naive or superficial. The bases of racial classification have been numerous, and agreement as to the meaning of ""race"" is prominent only by its absence. Brain morphology and pigmentation are the most popular criteria of racial differentiation, but neither of these seems to be dependable. The monogenetic origin of races is commonly held by anthropologists. If this be true, it is migration, regional segregation, and environmental selection that explain anatomical, physiological, and pathological peculiarities of ""racial"" groups. But, in the last analysis, race differences are defensible only in a certain special sense. For the hybridization of races is an acknowledged fact. Racial differences turn out to be cultural differences, and these-in view of the constant re-adaptation of borrowed culture forms to the specific demands of pre-existing cultures-are anything but pure. Competition and migration, mobility and dominance, segregation and selection may be regarded as stages in the development of culture groups. In the light of this analysis the concept of racial superiority appears to be highly artificial. The real significance of the term ""race"" lies in its employment as a culture symbol of group conflict and group organization."
10.2307/2762715,10.2307/2762715,Natural Selection in Sociology,James Collier,American Journal of Sociology,14,3,1908-11-01T00:00:00Z,pp. 352-370,The University of Chicago Press,fla,,
10.1086/592862,10.1086/592862,The Ethnic Roots of Class Universalism: Rethinking the “Russian” Revolutionary Elite,Liliana Riga,American Journal of Sociology,114,3,2008-11-01T00:00:00Z,pp. 649-705,The University of Chicago Press,fla,,"This article retrieves the ethnic roots that underlie a universalist class ideology. Focusing empirically on the emergence of Bolshevism, it provides biographical analysis of the Russian Revolution’s elite, finding that two‐thirds were ethnic minorities from across the Russian Empire. After exploring class and ethnicity as intersectional experiences of varying significance to the Bolsheviks' revolutionary politics, this article suggests that socialism’s class universalism found affinity with those seeking secularism in response to religious tensions, a universalist politics where ethnic violence and sectarianism were exclusionary, and an ethnically neutral and tolerant “imperial” imaginary where Russification and geopolitics were particularly threatening or imperial cultural frameworks predominated. The claim is made that socialism’s class universalism was as much a product of ethnic particularism as it was constituted by it."
10.1086/588738,10.1086/588738,Gender  Race  and Meritocracy in Organizational Careers,Emilio J. Castilla,American Journal of Sociology,113,6,2008-05-01T00:00:00Z,pp. 1479-1526,The University of Chicago Press,fla,,"This study helps to fill a significant gap in the literature on organizations and inequality by investigating the central role of merit‐based reward systems in shaping gender and racial disparities in wages and promotions. The author develops and tests a set of propositions isolating processes of performance‐reward bias, whereby women and minorities receive less compensation than white men with equal scores on performance evaluations. Using personnel data from a large service organization, the author empirically establishes the existence of this bias and shows that gender, race, and nationality differences continue to affect salary growth after performance ratings are taken into account, ceteris paribus. This finding demonstrates a critical challenge faced by the many contemporary employers who adopt merit‐based practices and policies. Although these policies are often adopted in the hope of motivating employees and ensuring meritocracy, policies with limited transparency and accountability can actually increase ascriptive bias and reduce equity in the workplace."
10.2307/3083222,10.2307/3083222,Approaches to Social Change and the Family,Glen H. Elder Jr.,American Journal of Sociology,84,,1978-01-01T00:00:00Z,pp. S1-S38,The University of Chicago Press,fla,,
10.2307/2769123,10.2307/2769123,Theology and Education,Frank H. Knight,American Journal of Sociology,44,5,1939-03-01T00:00:00Z,pp. 649-683,The University of Chicago Press,fla,,"Dr. Brown presents the opposing case in reply to President Rober M. Hutchins' thesis that since theology cannot furnish a unifying principle for modern education, metaphysics should be employed for this purpose. Both parties to the debate agree on the need, and agree that the only question here is which of these two disciplines should supply it. Both refer to conditions in the Middle Ages as in some sense an ideal and a model. This review points out that in so far as there was unity of belief in the Middle Ages it rested on some direct compulsion with more of compulsive conditioning and still more general ignorance, which also was partly imposed, but was chiefly due to the limitations of the culture as a whole. It is argued that history and common sense unite in proving that ""theology"" must claim the right to control men's thinking coercively, and must do so as far as it can find effective means. The first step in unifying anything else by means of theology or metaphysics must be to unify the doctrinal field in question itself. From this point of view the difference between the two fields disappears; unity means the imposition of some particular theology by force. The ideal of social thought and education unified in terms of philosophical principles universally accepted is admittely appealing, intellectually and aesthetically. But the history of Christendom since the Middle Ages seems to prove two things: (1) that it is impossible to have agreement on theology (or metaphysics) without coercion, and probably impossible with it; (2) that is unnecessary to have such agreement in order to have social co-operation both more humane and far more effective than any ever seen under any system or social order based on official control of thinking. This is true in spite of the fact that freedom seems to involve much difference of opinion about ultimate questions, which is in a sense ""disorderly."" In conclusion, it is suggested that the only means to intellectual unity which is either possible or morally defensible in the discovery and dispassionate promulgation of ""truth,"" the ""right"" answers to the questions at issue."
10.2307/2780251,10.2307/2780251,A General Theory of Expropriative Crime: An Evolutionary Ecological Approach,Lawrence E. Cohen AND Richard Machalek,American Journal of Sociology,94,3,1988-11-01T00:00:00Z,pp. 465-501,The University of Chicago Press,fla,,"Ever since Durkheim, many social scientists have subscribed to the premise that deviance and crime anre ""normal"" properties of naturally functioning social systems. When trying to explain the causes of these behaviors, however, many social scientists typically resort to the idea of ""pathological"" origins. On the whole, social scientists have yet to explain how and why ""normal"" individuals operating in unexceptional social environments deviate and commit crimes, Recent developments in behavioral ecology and evolutionary biology provide new insights that promise to explain how deviance and crime arise naturally in populations of interacting individuals without necessarily implying genetic influences. We interpret criminal behaviors by which offenders expropriate goods or services from others as expressions of diverse behavioral strategies that derive from normal patterns of population-level social organization and interaction. This views accommodates both explanations that focus on individual causes of crime and those directed toward social factors. Our approach permits the generation of novel hypotheses and fully accommodates, simplifies, and helps unify important and diverse insights and findings amassed by a wide range of disciplines and theories that have tried to account for the nature and distribution of crime."
10.1086/231141,10.1086/231141,Max Weber and Democratic Politics by Peter Breiner,Robert J. Antonio,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1741-1743,The University of Chicago Press,fla,,
10.2307/2763926,10.2307/2763926,Social Devices for Impelling Women to Bear and Rear Children,Leta S. Hollingworth,American Journal of Sociology,22,1,1916-07-01T00:00:00Z,pp. 19-29,The University of Chicago Press,fla,,
10.2307/2770445,10.2307/2770445,Social Determination in the Writings of Negro Scholars,William T. Fontaine,American Journal of Sociology,49,4,1944-01-01T00:00:00Z,pp. 302-315,The University of Chicago Press,fla,,"Absolute truth is, at best, a regulative ideal, a goal infinitely remote that man would approach with ever increasing hope. All knowledge is conditioned by incompleteness of development and by perspectives which the plastic human organism acquires in intraction with environment. Negro scholars propound a knowledge reflecting resentment of the caste-like status forced upon their group. Bias is not deliberate, but there exists an unconscious attitude of immediate group defense. This narrows the scholar's angle of vision. His knowledge is affected in ""form"" and in ""content."" Analytical categories are preferred to morphological, environment to heredity. Exceptions have logical priority over quantitative majorities. Range of validity is narrowed, since the mentality of the opponent is not understood through sympathetic interchange of attitudes."
10.2307/2775775,10.2307/2775775,Community Study: Retrospect and Prospect,Conrad M. Arensberg AND Solon T. Kimball,American Journal of Sociology,73,6,1968-05-01T00:00:00Z,pp. 691-705,The University of Chicago Press,fla,,"Community study as a method of social science has undergone extensive transformation since its inception and now exhibits some divergence from the traditional use of such concepts as structure, function, and role. Those who have utilized subtantive findings from community studies to establish the validity of a priori theories have not understood the process through which new insights are won in the use of the community-study method. The new emphasis is upon the search for principles of process and the nature of change in contrast to the original descriptive and taxonomic orientation. The development of methods for system, interaction, and event analysis have proved to be the most important theoretical tools in this advance."
10.1086/231323,10.1086/231323,Fanon's Dialectic of Experience by Ato Sekyi-Otu,David Scott,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1110-1113,The University of Chicago Press,fla,,
10.2307/2763925,10.2307/2763925,The Organization of Effort,Edward Alsworth Ross,American Journal of Sociology,22,1,1916-07-01T00:00:00Z,pp. 1-18,The University of Chicago Press,fla,,
10.2307/2779086,10.2307/2779086,Testing the Decline-of-Community Thesis: Neighborhood Organizations in Seattle  1929 and 1979,Barrett A. Lee AND R. S. Oropesa AND Barbara J. Metch AND Avery M. Guest,American Journal of Sociology,89,5,1984-03-01T00:00:00Z,pp. 1161-1188,The University of Chicago Press,fla,,"Although the decline-of-community thesis has received considerable attention from urban sociologists, most of the empirical evidence brought to bear on the thesis has been cross-sectional rather than longitudinal. In the present study this deficiency is overcome. The characteristics of neighborhood organizations in Seattle, Washington, in 1929 and in 1979 are compared, focusing on the neighborhood level and taking an institutional approach. Two sets of hypotheses about the organizations-the first dealing with changes in resident participation and the second with changes in functional orientation-are derived from the natural-and limited-community models. In general, the analysis provides mixed support for the hypotheses. The data indicate a clear trend toward a more exclusively political emphasis among Seattle neighborhoods but cast doubt on the simple ""gemeinschaft"" characterization of these areas at an earlier point in time. A major conclusion of the study is that, if the decline-of-community thesis is to give an accurate description of the transformation in urban neighborhood life during the past half-century, the natural-community model should be revised."
10.1086/231316,10.1086/231316,Crisis and Transformation: The Kibbutz at Century's End by Eliezer Ben-Rafael,Benjamin D. Zablocki,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1098-1099,The University of Chicago Press,fla,,
10.1086/670240,10.1086/670240,Making the Connection: Social Bonding in Courtship Situations,Daniel A. McFarland AND Dan Jurafsky AND Craig Rawlings,American Journal of Sociology,118,6,2013-05-01T00:00:00Z,pp. 1596-1649,The University of Chicago Press,fla,,"Sociologists have long argued that the force of a social bond resides in a sense of interpersonal connection. This is especially true for initial courtship encounters when pairs report a sense of interpersonal chemistry. The authors explore the process of romantic bonding by applying interaction ritual theory, extended and integrated with methods from computational linguistics, to the study of courtship encounters and, specifically, heterosexual speed dating. The authors find that the assortment of interpersonal moves associated with a sense of connection characterizes a conventionalized form of initial courtship activity. The game is successfully played when females are the point of focus and engaged in the conversation and males demonstrate alignment with and understanding of the female. In short, initial heterosexual courtship encounters are associated with a sense of bonding when they reflect a reciprocal asymmetrical performance in which differentiated roles are mutually coordinated."
10.2307/2763509,10.2307/2763509,The Social Psychology of Morality and Its Bearing on Moral Education,Joseph K. Folsom,American Journal of Sociology,23,4,1918-01-01T00:00:00Z,pp. 433-490,The University of Chicago Press,fla,,
10.2307/2770747,10.2307/2770747,The Image of the Other Man,Gustav Ichheiser,American Journal of Sociology,55,2,1949-09-01T00:00:00Z,pp. 5-11,The University of Chicago Press,fla,,
10.2307/2764988,10.2307/2764988,The Group Fallacy in Relation to Social Science,Floyd H. Allport,American Journal of Sociology,29,6,1924-05-01T00:00:00Z,pp. 688-706,The University of Chicago Press,fla,,"The manner of thinking in terms of the obsolete crowd-mind theory still persists. Speaking in terms of collectivity is alluring; but it is description, not explanation. Social organism metaphors, group-mind theories, and the like never lead beyond themselves, nor serve to reveal causation. The group fallacy defined.-This fallacy consists in substituting the group for the individual as a principle of explanation. The group concept may be phrased in either psychological or ""purely social"" terms. Illustrations are drawn from the following fields. I. Social conflict. Freudian repression and dissociation are terms applicable only to individuals. There is a wide divergence of meaning between mental conflict and social conflict. 2. Revolution. Here the fallacy is expressed in such group terms as immobility of society and breakdown of ""social habits."" These terms are merely descriptive, drawing attention away from the truly causal behavior of individuals. 3. The theory of the super-organic. The concept of a causal science on a purely social (non-psychological) plane is untenable, because in all science explanation is possible only by drawing upon the concepts of sciences at more elementary levels. In practice also no one has succeeded in formulating a science of this sort. Culture history is not culture explanation; much less is it an adequate explanation of social change. The true basis for sociology is the social behavior of he socialized individual, in other words, social psychology. The Work of sociology is to describe collectivities of social behavior and social change resulting from it in terms of the group, and to explain these phenomena in terms of the individual."
10.1086/231089,10.1086/231089,Of Facts and Fables: Reply to Denzin,Joan Huber AND John Mirowsky,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1423-1429,The University of Chicago Press,fla,,
10.2307/2778584,10.2307/2778584,Ethnic Inequality in Israeli Schools and Sports: An Expectation-States Approach,Ephraim Yuchtman-Yaar AND Moshe Semyonov,American Journal of Sociology,85,3,1979-11-01T00:00:00Z,pp. 576-590,The University of Chicago Press,fla,,"Ethnic inequality in educational achievement between students of European-American (""Ashkenazi"") and Asian-African (""Oriental"") origin in Israel has been generally attributed to the lower SES and cultural disadvantage of Oriental Jews. More recent research indicates that Israeli teachers tend to generalize the characteristics of ethnic origin so that Orientals are considered less capable intellectually and motivationally to such an extent that their handicaps are irreversible. Using the framework of expectation-states theory, this study proposes that these prevailing tendencies are an inevitable consequence of the functioning of ethnicity as a diffuse status. This interpretation suggest that ethnic prejudice in Israel is a relatively general phenomenon, not limited to the schooling process. The proposition is examined in the context of achievement in professional soccer, where intellectual prerequisites are less demanding. The findings support the proposition, showing similar patterns of ethnic inequality in terms of both actual achievement and the operation of status generalization. The Israeli case suggests that an egalitarian ideology and policies of ethnic integration cannot effectively prevent emerging inequalities so long as ethnicity functions as a diffuse status."
10.2307/2762418,10.2307/2762418,The Mind of Woman and the Lower Races,William I. Thomas,American Journal of Sociology,12,4,1907-01-01T00:00:00Z,pp. 435-469,The University of Chicago Press,fla,,
10.1086/210298,10.1086/210298,Russia's Economy of Favours: Blat  Networking and Informal Exchange by Alena V. Ledeneva,Federico Varese,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 288-290,The University of Chicago Press,fla,,
10.2307/3083246,10.2307/3083246,The Intelligentsia in the Class Structure of State-Socialist Societies,Ivan Szelenvi,American Journal of Sociology,88,,1982-01-01T00:00:00Z,pp. S287-S326,The University of Chicago Press,fla,,"The paper describes the class structure of East European state-socialist societies, positing the existence of a class dichotomy between the working class and the intelligentsia. This thesis challenges those theories which claim that the importance of class conflicts declined under state socialism and that therefore such societies should be described as containing nonantagonistic classes or strata. It also challenges the critical theories which acknowledge the existence of a new dominant class in Eastern Europe, but which describe that class as the bureaucracy or technobureaucracy. This paper attempts to base its class analysis on the exploration of the mechanisms and institutions of expropriation of surplus under state socialism. It is suggested that in contemporary Eastern Europe private ownership and market mechanisms of expropriation have been replaced by central planning and redistribution of the economic surplus. All those who have vested interests in the maximization of redistributive power are members of a new dominating class. If we define the new class this way it will include more than just the bureaucracy; potentially, it includes the whole intelligentsia. The paper describes the new dominant class of intelligentsia as a class in statu nascendi. The formation of this class takes a whole historical epoch. In the first stage of state-socialist development the Djilas thesis is basically accurate: under Stalinism and in the early post-Stalinist years the bureaucracy had the monopoly of power. During the last two decades, on the other hand, the social base of power holders has broadened, especially in those countries which experimented with economic and political reforms. The formation of a new dominant class which incorporates the whole of the intelligentsia is now under way."
10.2307/2776305,10.2307/2776305,Two Sources of Antiwar Sentiment in America,Howard Schuman,American Journal of Sociology,78,3,1972-11-01T00:00:00Z,pp. 513-536,The University of Chicago Press,fla,,"Opposition to the Vietnam war has been manifested both in university protest actions and in cross-section public opinion surveys. But the college-related protests and the wider public disechantment have sharply different characteristics: they have peaked at different points in the war; they are discontinous in educational and age basis; and a substantial part of the antiwar public is also extremely hostile toward college protesters. Together these findings suggest a distinction between moral criticisms of the goals and nature of the war and pragmatic disillusionment over failure to win it. This hypothesized distinction is investigated using thematic analysis of open-ended responses from a cross-section sample of 1,263 Detroit adults who had indicated opposition to American intervention in Vietnam. A small classroom sample of University of Michigan students is also used for comparison purposes. The themes emphasized by the Detroit sample as a whole, and by most subcategories defined in terms of race, sex, age, and education, are generally consistent with the moral-pragmatic distinction. Other related factors (such as traditional isolationism) are also shown to contribute to broader public disenchantment with the war. The moral-pragmatic distinction, while somewhat oversimplified, is useful in considering public reactions to future wars of the same general type."
10.1086/231342,10.1086/231342,The Self in the Family: A Classification of Personality  Criminality  and Psychopathology by Luciano L'Abate  with Margaret S. Baggett,Kenneth C. Land,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1147-1149,The University of Chicago Press,fla,,
10.1086/324071,10.1086/324071,An Affect Theory of Social Exchange,Edward J. Lawler,American Journal of Sociology,107,2,2001-09-01T00:00:00Z,pp. 321-352,The University of Chicago Press,fla,,"This article develops a theory that explains how and when emotions, produced by social exchange, generate stronger or weaker ties to relations, groups, or networks. It is argued that social exchange produces positive or negative global feelings, which are internally rewarding or punishing. The theory indicates that social units (relations, groups, networks) are perceived as a source of these feelings, contingent on the degree of jointness in the exchange task. The jointness of the task is greatest if (1) actors find it difficult to distinguish their individual effects on or contributions to solving the exchange task (nonseparability) and (2) actors perceive a shared responsibility for success or failure at the exchange task. The theory explicates the effects of different exchange structures on these conditions and, in turn, on cohesion and solidarity. Implications are developed for network‐to‐group transformations."
10.2307/2763904,10.2307/2763904,American Democracy and the Modern Church,Allan Hoben,American Journal of Sociology,21,4,1916-01-01T00:00:00Z,pp. 458-473,The University of Chicago Press,fla,,
10.1086/210284,10.1086/210284,The Politics of Religious Apostasy: The Role of Apostates in the Transformation of Religious Movements  edited by David G. Bromley,William Sims Bainbridge,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 261-262,The University of Chicago Press,fla,,
10.1086/342772,10.1086/342772,The Ideologically Driven Critique,Elijah Anderson,American Journal of Sociology,107,6,2002-05-01T00:00:00Z,pp. 1533-1550,The University of Chicago Press,fla,,
10.2307/2773272,10.2307/2773272,Behavior  Experience  and Relationships: A Symbolic Interactionist Point of View,Charles D. Bolton,American Journal of Sociology,64,1,1958-07-01T00:00:00Z,pp. 45-58,The University of Chicago Press,fla,,"The failure of simbolic interactionists to produce a systematic general theory is examined. Starting with concepts from Mead, Durkheim, and Riezler, the outlines of such a theory are indicated. The importance of symbols in human experience and the emergence of relationships as objects of experience through the medium of symbolic transformation form the core of the symbolic interactionist point of view and have certain methodological consequences for sociological research."
10.2307/2777557,10.2307/2777557,Simmel's Influence on American Sociology. II,Donald N. Levine AND Ellwood B. Carter AND Eleanor Miller Gorman,American Journal of Sociology,81,5,1976-03-01T00:00:00Z,pp. 1112-1132,The University of Chicago Press,fla,,"This article constitutes the second part of a discussion of the diffusion of Simmel's thought within the American sociological community initiated in the January issue of this Journal. His influence is traced with respect to the metropolitan mentality, small groups, interpersonal knowledge, conflict, and exchange. Different levels and historical functions of the appropriation of Simmel's work are identified in conclusion."
