id,doi,term,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.2307/2773437,10.2307/2773437,Sophisticated,The Pentecostalist Minister: Role Conflicts and Status Contradictions,Bryan R. Wilson,American Journal of Sociology,64,5,1959-03-01T00:00:00Z,pp. 494-504,The University of Chicago Press,fla,,"The Pentecostal movement is the most recent widespread separatist movement in Christian fundamentalism, and Pentecostal groups in Great Britain have gradually, even if only partially, followed the familiar process of passing from sects to denominations: one feature of this development has been the acceptance of permanent, paid ministers. The movement still retains a distinctly sectarian ideology but has recruited by revivalism a less radically sectarian clientele. Its ministers have become the guardians of a secretarian etic in a denominationalizing organization, in which the ministry itself is, structurally, one of the most distinctly denominational elements. The Pentecostal minister, as a consequence, suffers severe role conflicts, additional to those generally experinced in thministerial profession, and acute contradictions of status."
10.1086/590646,10.1086/590646,Sophisticated,Localism and the Limits of Political Brokerage: Evidence from Revolutionary Vermont,Henning Hillmann,American Journal of Sociology,114,2,2008-09-01T00:00:00Z,pp. 287-331,The University of Chicago Press,fla,,"Previous research argues that political brokers between rival factions play a critical role in state centralization because they help national state builders to undermine local autonomy. In contrast, this article demonstrates how coordinator elites who forge relationships within communal networks act as a counterweight to more cosmopolitan brokers, representing local interests. Evidence from new archival data on credit networks and political mobilization in Revolutionary Vermont shows that such local powerholders used their strategic position in economic networks to gain influential political offices. Moreover, coordinators strengthened local political factions that linked to national politics without eroding the interests of local communities."
10.2307/2763088,10.2307/2763088,Sophisticated,The Transition to an Objective Standard of Social Control,Lester Lee Bernard,American Journal of Sociology,16,3,1910-11-01T00:00:00Z,pp. 309-341,The University of Chicago Press,fla,,
10.2307/2778816,10.2307/2778816,Sophisticated,The Vesting of Interests and the Determinants of Political Power: Size  Network Structure  and Mobilization of American Industries  1886-1905,William G. Roy,American Journal of Sociology,86,6,1981-05-01T00:00:00Z,pp. 1287-1310,The University of Chicago Press,fla,,"The issue addressed is, What does a social group need to gain political power? Empirical, historical, historical analysis is utilized to explore the relative saliency of three determinants of political power to explain variation in power as defined conceptually and operationally independent from its determinants. The determinants are magnitude, the extent to which the group is tied into economic, political, and social networks, and the degree of mobilization. The aspect of power investigated is the vesting of economic interests, that is, the extent to which the interests of an actor are taken into account by the government in its routine operation. Regression analysis is used to assess the relative explanatory power of the magnitude, network relations, and degree of mobilization of 12 industries on the vesting of economic interests in the U.S. Department of State in the period 1886-1905. Results show that the different components have different explanatory value under varying conditions, depending on the type of interest that is vested. When the State Department was discussing export-related matters the value of exports was the best predictor of vesting, with mobilization having a secondary impact. However, the effect of network relations was notably weak, contrary to predictions of the power-elite perspective. The conclusion stresses the contingent nature of the determinants of political power."
10.2307/2778071,10.2307/2778071,Sophisticated,The Interest of Bureaucrats: Implications of the Asian Experience for Recent Theories of Development,Richard Kraus AND William E. Maxwell AND Reeve D. Vanneman,American Journal of Sociology,85,1,1979-07-01T00:00:00Z,pp. 135-155,The University of Chicago Press,fla,,"Neither modernization studies nor the new world-system approach to development has treated bureaucrats as an autonomous group pursuing its own interests in competition and collusion with other social groups. An examination of bureaucrats and higher-education politics in Thailand, India, and China over the past three decades reveals a notably similar vision of group interest, despite great differences in historical origin and in the success with wich these interest, despite great differences in historical origin and in the success with which these interest have been pursued. The comparative success of Thailand's bureaucrats and failure of China's can be illuminated in part by considering differences in relationship to the world system, although this is by no means a sufficient explanation. Bureaucrats choose allies in conjuction with possibilities presented by the world system, as well as by such internal factors as the strenght of rival social groups and the continuity of bureaucratic organization. Theories of development are currently in considerable flux; the world-system contribution would gain analytical power by adopting a more realistic perception of bureaucrats."
10.1086/231110,10.1086/231110,Sophisticated,The Meanings of Macho: Being a Man in Mexico City by Matthew C. Gutmann,Claire I. Viadro,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1482-1483,The University of Chicago Press,fla,,
10.1086/231156,10.1086/231156,Sophisticated,Why the Wealthy Give: The Culture of Elite Philanthropy by Francie Ostrower,Paul G. Schervish,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1770-1771,The University of Chicago Press,fla,,
10.2307/2781419,10.2307/2781419,Sophisticated,A Notable Administration: English State Formation and the Rise of Capitalism,Derek Sayer,American Journal of Sociology,97,5,1992-03-01T00:00:00Z,pp. 1382-1415,The University of Chicago Press,fla,,"England is, according to both Marx and Weber, the classic ground of modern rational capitalism. Yet England's political history and institutions strikingly deviate from what Weberian or Marxist ideal-types of capitalist development might lead us to expect. This article argues that these deviations are important in explaining why England became the home of capitalism in the first place. Particular stress is put upon the earliness of England's formation as a national state, or the continuites of its major legal and political institutions, and what are often seen as their amateurish ""irrationalities"" in molding, over the very longue durée, a civil society in which capitalist economy was possible. If so, the pertinence of Marxist and Weberian ideal-types to a historical sociology of capitalism, whether in England or elsewhere, needs very seriously to be reconsidered."
10.2307/2779004,10.2307/2779004,Sophisticated,A Critique of Criminology: Toward an Integrated Structural-Marxist Theory of Delinquency Production,Mark Colvin AND John Pauly,American Journal of Sociology,89,3,1983-11-01T00:00:00Z,pp. 513-551,The University of Chicago Press,fla,,"Juvenile delinquency is understood as a latent outcome of the social reproduction process of capitalism. A structural-Marxist understanding of contradictory social relations that contour life in modern capitalism allows us to reinterpret and apply the insights from various criminology theories in building a new theoretical approach. A review and critique of the major theoretical perspectives in criminology are provided, and a structural-Marxist perspective on the larger social structural context is explicated. A new integrated theory of delinquency, grounded in Marxian insights on the role of productive relations in shaping other social relations, is developed and supported with empirical evidence from research representing a broad range of theoretical perspectives."
10.2307/3083224,10.2307/3083224,Sophisticated,Youth and Early Industrialization in a Canadian City,Michael B. Katz AND Ian E. Davey,American Journal of Sociology,84,,1978-01-01T00:00:00Z,pp. S81-S119,The University of Chicago Press,fla,,"In this essay we ask a straightforward question: Did the stages in the lives of young people alter during early industrialization? To attempt an answer, we shall compare the major dimensions in the experience of young people within one city prior to and during early industrialization. In particular, three broad issues frame our inquiry into specific patterns of residence, education, work, and marriage and into the way in which class and ethnicity affected the shape of experience. Those three issues are universality of adolescence, the relations between parents and children, and the social consequences of public education. We begin with the issues."
10.1086/432782,10.1086/432782,Sophisticated,Collaboration and Creativity: The Small World Problem,Brian Uzzi AND Jarrett Spiro,American Journal of Sociology,111,2,2005-09-01T00:00:00Z,pp. 447-504,The University of Chicago Press,fla,,"Small world networks have received disproportionate notice in diverse fields because of their suspected effect on system dynamics. The authors analyzed the small world network of the creative artists who made Broadway musicals from 1945 to 1989. Using original arguments, new statistical methods, and tests of construct validity, they found that the varying “small world” properties of the systemic‐level network of these artists affected their creativity in terms of the financial and artistic performance of the musicals they produced. The small world network effect was parabolic; performance increased up to a threshold, after which point the positive effects reversed."
10.1086/662383,10.1086/662383,Sophisticated,“737-Cabriolet”: The Limits of Knowledge and the Sociology of Inevitable Failure,John Downer,American Journal of Sociology,117,3,2011-11-01T00:00:00Z,pp. 725-762,The University of Chicago Press,fla,,"This article looks at the fateful 1988 fuselage failure of Aloha Airlines Flight 243 to suggest and illustrate a new perspective on the sociology of technological accidents. Drawing on core insights from the sociology of scientific knowledge, it highlights, and then challenges, a fundamental principle underlying our understanding of technological risk: a realist epistemology that tacitly assumes that technological knowledge is objectively knowable and that “failures” always connote “errors” that are, in principle, foreseeable. From here, it suggests a new conceptual tool by proposing a novel category of man-made calamity: the “epistemic accident,” grounded in a constructivist understanding of knowledge. It concludes by exploring the implications of epistemic accidents and a constructivist approach to failure, sketching their relationship to broader issues concerning technology and society, and reexamining conventional ideas about technology, accountability, and governance."
10.2307/2774422,10.2307/2774422,Sophisticated,Community Power and Urban Renewal Success,Amos H. Hawley,American Journal of Sociology,68,4,1963-01-01T00:00:00Z,pp. 422-431,The University of Chicago Press,fla,,"Starting from the position that power is an attribute of a social system rather than of an individual, this study examines the relationship of the extent of power concentration to urban renewal success. The ratio of managers, proprietors, and officials to the employed labor force measures the concentration of power, and success in urban renewal is represented by arrival of cities at the execution stage in that program. The relationship is found to be statistically significant and remains so under a series of controlled observations. Thus it appears that the conception of power employed offers a promising procedure for comparative studies."
10.1086/502694,10.1086/502694,Sophisticated,Malfeasance and the Foundations for Global Trade: The Structure of English Trade in the East Indies  1601-833,Emily Erikson AND Peter Bearman,American Journal of Sociology,112,1,2006-07-01T00:00:00Z,pp. 195-230,The University of Chicago Press,fla,,"Drawing on a remarkable data set compiled from ships’ logs, journals, factory correspondence, ledgers, and reports that provide unusually precise information on each of the 4,572 voyages taken by English traders of the East India Company (hereafter EIC), we describe the EIC trade network over time, from 1601 to 1833. From structural images of voyages organized by shipping seasons, the authors map (over time and space) the emergence of dense, fully integrated, global trade networks to reveal globalization long before what is now called “globalization.” The authors show that the integration of the world trade system under the aegis of the EIC was the unintended by‐product of systematic individual malfeasance (private trading) on the part of ship captains seeking profit from internal Eastern trade."
10.2307/2774222,10.2307/2774222,Sophisticated,Administrative Rationality  Social Setting  and Organizational Development,Stanley H. Udy AND Jr.,American Journal of Sociology,68,3,1962-11-01T00:00:00Z,pp. 299-308,The University of Chicago Press,fla,,"A scale of structural requisites of administrative rationality is hypothesized, tested with a sample of thirty-four organizations in varied social settings, andinterpreted as measuring cumulative specificity of organizational roles and their motivation by internal organizational devices. Institutional correlates ofthe scale are explored and suggest that independence from the social setting is positively correlated with rationality. Ascriptive elements in the social setting are found to be negatively related to rationality. Certain hypotheses concerning organizational development are proposed in light of the findings."
10.2307/2776929,10.2307/2776929,Sophisticated,"Some Effects of ""Social Desirability"" in Survey Studies",Derek L. Phillips AND Kevin J. Clancy,American Journal of Sociology,77,5,1972-03-01T00:00:00Z,pp. 921-940,The University of Chicago Press,fla,,"This paper is concerned with social desirability as a source of bias and invalidity in survey studies. Two components of social desirability-""trait desirability"" and ""need for siscal approval""-are examined to assess the extent to which they effect people's responses to several sociological measures (e.g., happiness, religiosity). This analysis reveals that both components of a social-desirability response set, while generally unrelated to one another, are independently related to our dependent variables, people's responses on the various measures. The more important of the two components, trait desirability, is then examined with regard to its effect on the relationship between people's sexual status and the dependent variables. This introduction to the analysis of trait desirability as a test factor tends to specify both the magnitude and the direction of the original relationships involving sexual status. Finally, the results are discussed with regard to their implications for the validity of various sociological measures and the validity of the sociological investigator's findings."
10.1086/324009,10.1086/324009,Sophisticated,Skill-Biased Technological Change and Wage Inequality: Evidence from a Plant Retooling,Roberto M. Fernandez,American Journal of Sociology,107,2,2001-09-01T00:00:00Z,pp. 273-320,The University of Chicago Press,fla,,"One of the most popular explanations for the increased wage inequality that has occurred since the late 1970s is that technological change has resulted in a downward shift in the demand for low‐skill workers. This pattern is also alleged to account for the growth in racial inequality in wages over the same period. This article reports on a case study of the retooling of a food processing plant. A unique, longitudinal, multimethod design reveals the nature of the technological change, the changes in job requirements, and the mechanisms by which the changes affect the wage distribution for hourly production workers. This research finds that, indeed, the retooling resulted in greater wage dispersion and that the changes have also been associated with greater racial inequality in wages. However, contrary to the claims of advocates of the skill‐bias hypothesis, organizational and human resources factors strongly mediated the impact of the changing technology. Absent these “high road” organizational choices, this impact on wage distribution would have been even more extreme."
10.2307/2781383,10.2307/2781383,Sophisticated,Interaction and Asymmetry in Clinical Discourse,Douglas W. Maynard,American Journal of Sociology,97,2,1991-09-01T00:00:00Z,pp. 448-495,The University of Chicago Press,fla,,"This article investigates the way in which physicians or clinicians apparently advance their professional dominance by ignoring lifeworld concerns of the patients of clients they see. Usual analyses of this phenomenon invoke conceptions of authority to explain it implicitly, or they propose that the asymmetry of clinical discourse relies solely on an institutional basis. In order to discover and analyze interactional aspects of the clinical encounter, comparative studies between institutional and everyday contexts are necessary. This article demonstrates that, through the use of a conversational ""perspective display series,"" which is adapted to the clinical environment, a delivery of ""bad"" diagnosis news can coimplicate the patient's perspective and promote understanding and the appearance of agreement between clinician and patient. In general, describing manifestations of institutional power and authority should include analysis of the ways that participants organize interaction in the first place."
10.2307/2771572,10.2307/2771572,Sophisticated,Values and Group Behavior in Two Camps for Conscientious Objectors,H. Otto Dahlke,American Journal of Sociology,51,1,1945-07-01T00:00:00Z,pp. 22-33,The University of Chicago Press,fla,,"Social action based on values considered absolute is analyzed by the use of data from two conscientious objector camps and the religious agency which administered them. The conditions of the social action consist of the value-orientation of the religious agency and of the government, the work programs, and the material milieu of the camps. These conditions interacted with the diverse and, in part, contrary value-orientations of the individual conscientious objectors. In this process special social roles and contending interest groups developed. In addition to this unstable social structure, a general pattern of adjstment is discernible, presenting various degrees of accommodation, assimilation, and conflict."
10.1086/662706,10.1086/662706,Sophisticated,Human Rights as Myth and Ceremony? Reevaluating the Effectiveness of Human Rights Treaties  1981–2007,Wade M. Cole,American Journal of Sociology,117,4,2012-01-01T00:00:00Z,pp. 1131-1171,The University of Chicago Press,fla,,"Much research has shown human rights treaties to be ineffective or even counterproductive, often contributing to greater levels of abuse among countries that ratify them. This article reevaluates the effect of four core human rights treaties on a variety of human rights outcomes. Unlike previous studies, it disaggregates treaty membership to examine the effect of relatively “stronger” and “weaker” commitments. Two-stage regression analyses that control for the endogeneity of treaty membership show that stronger commitments in the form of optional provisions that allow states and individuals to complain about human rights abuses are often associated with improved practices. The article discusses the scholarly and practical implications of these findings."
10.1086/231333,10.1086/231333,Sophisticated,The Origins of the Urban Crisis: Race and Inequality in Postwar Detroit by Thomas J. Sugrue,Bobby M. Wilson,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1131-1132,The University of Chicago Press,fla,,
10.1086/231104,10.1086/231104,Sophisticated,American Indian Ethnic Renewal: Red Power and the Resurgence of Identity and Culture by Joane Nagel,Gary D. Sandefur,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1470-1472,The University of Chicago Press,fla,,
10.1086/502695,10.1086/502695,Sophisticated,The Secondary Circuit of Capital Reconsidered: Globalization and the U.S. Real Estate Sector,Kevin Fox Gotham,American Journal of Sociology,112,1,2006-07-01T00:00:00Z,pp. 231-275,The University of Chicago Press,fla,,"The author examines the U.S. real estate sector to show how the state shapes global real estate flows and networks of activity through the creation and control of liquid resources. The analysis focuses on the role of state laws and regulations in the expansion of the mortgage‐backed securities markets and the development of real estate investment trusts (REITs). These institutional developments represent a series of ad hoc state efforts to “delocalize” residential and commercial property, and embed real estate financing within global capital markets. Rather than viewing globalization as weakening the state, the author argues that the U.S. state’s capacity to influence the degree and development of liquidity is a powerful mechanism of globalization."
10.1086/653658,10.1086/653658,Sophisticated,Beyond and Below Racial Homophily: ERG Models of a Friendship Network Documented on Facebook,Andreas Wimmer AND Kevin Lewis,American Journal of Sociology,116,2,2010-09-01T00:00:00Z,pp. 583-642,The University of Chicago Press,fla,,"A notable feature of U.S. social networks is their high degree of racial homogeneity, which is often attributed to racial homophily—the preference for associating with individuals of the same racial background. The authors unpack racial homogeneity using a theoretical framework that distinguishes between various tie formation mechanisms and their effects on the racial composition of networks, exponential random graph modeling that can disentangle these mechanisms empirically, and a rich new data set based on the Facebook pages of a cohort of college students. They first show that racial homogeneity results not only from racial homophily proper but also from homophily among coethnics of the same racial background and from balancing mechanisms such as the tendency to reciprocate friendships or to befriend the friends of friends, which both amplify the homogeneity effects of homophily. Then, they put the importance of racial homophily further into perspective by comparing its effects to those of other mechanisms of tie formation. Balancing, propinquity based on coresidence, and homophily regarding nonracial categories (e.g., students from “elite” backgrounds or those from particular states) all influence the tie formation process more than does racial homophily."
10.1086/421508,10.1086/421508,Sophisticated,Network Dynamics and Field Evolution: The Growth of Interorganizational Collaboration in the Life Sciences,Walter W. Powell AND Douglas R. White AND Kenneth W. Koput AND Jason Owen-Smith,American Journal of Sociology,110,4,2005-01-01T00:00:00Z,pp. 1132-1205,The University of Chicago Press,fla,,"A recursive analysis of network and institutional evolution is offered to account for the decentralized structure of the commercial field of the life sciences. Four alternative logics of attachment—accumulative advantage, homophily, follow‐the‐trend, and multiconnectivity—are tested to explain the structure and dynamics of interorganizational collaboration in biotechnology. Using multiple novel methods, the authors demonstrate how different rules for affiliation shape network evolution. Commercialization strategies pursued by early corporate entrants are supplanted by universities, research institutes, venture capital, and small firms. As organizations increase their collaborative activities and diversify their ties to others, cohesive subnetworks form, characterized by multiple, independent pathways. These structural components, in turn, condition the choices and opportunities available to members of a field, thereby reinforcing an attachment logic based on differential connections to diverse partners."
10.2307/2778458,10.2307/2778458,Sophisticated,How Many Working Classes?,Giorgio Gagliani,American Journal of Sociology,87,2,1981-09-01T00:00:00Z,pp. 259-285,The University of Chicago Press,fla,,"This ariticle concerns the contradictions between the segmentationist approach to the analysis of the labor market and the orthodox radical contention that all or most wage and salary earners belong to the same social class. Labor market segmentation implies priviliges, and these, in turn, provide for class alliances aimed at perpetuating segmentation. Here the crucial class division within the labor market is seen as located along the manual-nonmanual occupational divide. The concepts of equalizing pay differentials, noncompeting groups, and barriers to education are used to show that the nonmanual working class has a strong incentive to form alliance with capital, at least as long as benefits which might derive from different alliances remain unspecified. pg 259-285"
10.1086/651299,10.1086/651299,Sophisticated,Theorizing the Restlessness of Events,Robin Wagner-Pacifici,American Journal of Sociology,115,5,2010-03-01T00:00:00Z,pp. 1351-1386,The University of Chicago Press,fla,,"This article offers a theoretical and methodological system for a sociological analysis of the restless nature of historical events. This system, political semiosis, is able to identify and assess the performative speech acts, the demonstrative orientational specifications, and the mimetic representations required to advance historical transformations. The features of political semiosis structure the flow of historical events by managing the specific media and generic forms that are the vehicles through which events take shape. Political semiosis provides a method for analyzing both the circulation and the materialization of events. The exemplary case of September 11 illuminates this approach's capabilities."
10.2307/2775207,10.2307/2775207,Sophisticated,Legal Evolution and Societal Complexity,Richard D. Schwartz AND James C. Miller,American Journal of Sociology,70,2,1964-09-01T00:00:00Z,pp. 159-169,The University of Chicago Press,fla,,"Comparative cross-cultural data suggest that legal characteristics occur in a standard sequential order. Mediation, police, and counsel are scaled in a sample of fifty-one societies; and their occurrence bears a systematic relationship to other attributes of the folk-urban continuum. Theoretical implications include possible relationships between damages and mediation, a partial disconfirmation of Durkheim's Division of Labor hypothesis, and a suggestion of some factors affecting the rise of specialized counsel. Practical implications relate to developing societies and, with qualifications, to the evolution of international legal control."
10.1086/499913,10.1086/499913,Sophisticated,The Normative Case Study,David Thacher,American Journal of Sociology,111,6,2006-05-01T00:00:00Z,pp. 1631-1676,The University of Chicago Press,fla,,"The case study is one of the major research strategies in contemporary social science. Although most discussions of case study research presume that cases contribute to explanatory theory, this article draws from recent literature about ethical reasoning to argue that case studies can also contribute to normative theory—to theories about the ideals we should pursue and the obligations we should accept. This conclusion suggests that contrary to some views (notably Max Weber’s) social science has a vital role to play in the prescriptive study of values, particularly so‐called “thick ethical concepts” like “leadership,” “courage,” and “neighborhood vitality.”"
10.1086/231124,10.1086/231124,Sophisticated,The Psychiatric Team and the Social Definition of Schizophrenia: An Anthropological Study of Person and Illness by Rob Barrett,Sue E. Estroff,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1508-1509,The University of Chicago Press,fla,,
10.2307/2775140,10.2307/2775140,Sophisticated,Municipal Annexations and the Growth of Metropolitan Suburbs  1950-60,Leo F. Schnore,American Journal of Sociology,67,4,1962-01-01T00:00:00Z,pp. 406-417,The University of Chicago Press,fla,,"In this study, ""suburbs"" are represented by metropolitan ""rings""-those parts of the 212 Standard Metropolitan Statistical Areas that lie outside the central cities. Population changes in centers and suburban rings between 1950 and 1960 are examined by means of three different measures. For the first time, we are able to take account of the effect of annexation and can see the actual extent to which the expansion of city boundaries tends to mask the ammount of ""decetralization"" or ""suburbanization"" that has been taking place. Considering the nation as a whole, the unajusted data show that rings grew about four and a half times as fast as the cities they surround, and the that these outlying parts of SMSA's captured just over three-fourths of the total increase going to metropolitan areas. When adjusted for annexations by central cities, however, the data reveal that the rings grew over forty times as fast as the cities as bounded in 1950, and that the suburban rings captured almost 97 per cent of the total metropolitan increase. Before annexation was taken into account, 64 SMSA's appeared to have been ""centralizing,"" but this number was reduced to eight when city boundaries were held constant."
10.2307/2764352,10.2307/2764352,Sophisticated,Social Relations and Social Interaction,Floyd N. House,American Journal of Sociology,31,5,1926-03-01T00:00:00Z,pp. 617-633,The University of Chicago Press,fla,,"In a recent article dealing with the sociological vocabulary, Professor Hayes raises some fundamental methodological questions. (I) All sociologists should use technical terms in the same sense. Terms are to be judged by their serviceability, which is measured in part by disjunctiveness, inclusiveness, and fewness of the concepts proposed. Methodology should tend to lead to fresh discoveries. (2) The process of competition is the physical aspect of the social reality; it determines the spatial and economic organization of human society, and affords a starting-point for the study of other social processes. (3) Conflict and accommodation are processes which involve the ""personal"" type of interaction. Conflict arises out of conflicting claims, and accommodation is the process in which an equilibration of conflict through redefinition of claims is established. (4) Conflict, accommodation, and assimilation are processes in which control is established. Assimilation is the process in which persons develop sympathetic responsiveness to one another's claims. (5) the concepts proposed here are intended to make possible somewhat complete accounts of reactions evoked by social contact. The immediate reduction of the social reality to description in more ultimate terms tends to obscure some of its features. (6) The actual social reality may be abstracted in substantive or in active terms. The reality is in fact a process of becoming, but the concept of becoming, unless broken up into small units connected with types of social interaction, is not serviceable for scientific purposes."
10.2307/2775561,10.2307/2775561,Sophisticated,Issues in Multiple Regression,Robert A. Gordon,American Journal of Sociology,73,5,1968-03-01T00:00:00Z,pp. 592-616,The University of Chicago Press,fla,,"Controlling for variables implies conceptual distinctness between the control and zero-order variables. However, there are different levels of distinctness, some more subtle than others. These levels are determined by the theoretical context of the research. Failure to specify the theoretical context creates ambiguity as to the level of distinctness, and leads to the partialling fallacy, in which one controls for variables that are  distinct in terms of appropriate theory. Although this can occur in using any control procedure, it is especially likely to occur in multiple regression, where high-order partial regression coefficients are routinely obtained in order to determine the relative importance of variables. Four major ways in which these regression coefficients can be seriously misleading are discussed. Although warnings concerning multicollinearity are to be found in statistics texts, they are insufficiently informative to prevent the mistakes described here. This is because the problem is essentially one of substantive interpretation rather than one of mathematical statistics per se."
10.1086/649049,10.1086/649049,Sophisticated,Comment: An Endorsement of Exchange Theory in Mate Selection,Aaron Gullickson AND Vincent Kang Fu,American Journal of Sociology,115,4,2010-01-01T00:00:00Z,pp. 1243-1251,The University of Chicago Press,fla,,
10.1086/231138,10.1086/231138,Sophisticated,Paradoxes of Modernity: Culture and Conduct in the Theory of Max Weberby Wolfgang Schluchter,Stephen Kalberg,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1735-1737,The University of Chicago Press,fla,,
10.1086/231134,10.1086/231134,Sophisticated,The Cooperator's Dilemma by Mark Irving Lichbach,Edgar Kiser,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1725-1727,The University of Chicago Press,fla,,
10.2307/2773243,10.2307/2773243,Sophisticated,Prejudice and Perception,Alice B. Riddleberger AND Annabelle B. Motz,American Journal of Sociology,62,5,1957-03-01T00:00:00Z,pp. 498-503,The University of Chicago Press,fla,,"Propositions concerning similarities and differences in perception were tested upon two groups of sociology students selected by previous testing as the most and least prejudiced among three hundred. Impressions of the situation rather than of the individual are found to determine how the individual will be seen: a Negro seen in a stereotyped setting will be commented on more unfavorably than a Negro seen in a non-stereotyped setting. Pictures showing Negroes in stereotyped and in non-stereotyped settings evoke judgments that accord with the total setting and not with their individual appearances. To be effective, propaganda to improve race relations should show the Negro in non-stereotyped settings."
10.1086/659640,10.1086/659640,Sophisticated,Cents and Sensibility: Economic Valuation and the Nature of “Nature”,Marion Fourcade,American Journal of Sociology,116,6,2011-05-01T00:00:00Z,pp. 1721-77,The University of Chicago Press,fla,,"How do we attribute a monetary value to intangible things? This article offers a general sociological approach to this question, using the economic value of nature as a paradigmatic case, and oil spills litigations in France and the United States as real world empirical illustrations. It suggests that a full-blown sociology of economic valuation must solve three problems: the “why,” which refers to the general place of money as a metric for worth; the “how,” which refers to the specific techniques and arguments laymen and experts deploy to elicit monetary translations; and the “then what” or the feedback loop from monetary values to social practices and representations."
10.2307/2773356,10.2307/2773356,Sophisticated,Multilingual Interviewing in Israel,Haim Blanc,American Journal of Sociology,62,2,1956-09-01T00:00:00Z,pp. 205-209,The University of Chicago Press,fla,,
10.2307/2772836,10.2307/2772836,Sophisticated,Directions for Research in Group Behavior,Edgar F. Borgatta AND Leonard S. Cottrell AND Jr.,American Journal of Sociology,63,1,1957-07-01T00:00:00Z,pp. 42-48,The University of Chicago Press,fla,,Recent studies of group behavior have pointed to a pressing need for systematic empirical research on which to basen theoretica formulations. Among directions for future research discussed are: the identification of general dimensions in terms of which any interaction field may be described and the determination of the syntality and personality components of these dimensions; the systematic study of theoretically important variables; a more sophisticated exploration of the phenomena of social perception; and the induction of changes in manifest social behavior patterns.
10.2307/2778967,10.2307/2778967,Sophisticated,Collective Security and the Demand for Legal Handguns,David McDowall AND Colin Loftin,American Journal of Sociology,88,6,1983-05-01T00:00:00Z,pp. 1146-1161,The University of Chicago Press,fla,,"One controversial element in the debate on firearms policy is whether crime and civil disorders contribute significantly to the private demand for firearms. In this paper we present a model to explain legal handgum demand that emphasizes the level of collective security as a key factor. Time-series data on legal gun demand in Detroit from 1951 to 1977 are consistent with a model in which individuals respond to three determinants of collective security: high violent crime rates, civil disordes, and police strength. The analysis suggests that low confidence in collective security contributes to both the need for and the resistance to gun control policies."
10.2307/2771648,10.2307/2771648,Sophisticated,Personnel Counseling: The Hawthorne Case,Jeanne L. Wilensky AND Harold L. Wilensky,American Journal of Sociology,57,3,1951-11-01T00:00:00Z,pp. 265-280,The University of Chicago Press,fla,,"The counseling program at the Hawthorne Works is analyzed in terms of its objective consequences for management's control of workers and in terms of the particiapan's definition of its function. Despite some resistance to the program on all levels and certain limits to its use as an intelligence service of management, the counseling organization assists the carrying-out of managerial control: it acts as a good-will agent and drains off resentment and bitterness that might otherwise gain expression through militant unionism. Counseling is foudn to be directed to supervisor, workers, and union reprentatives alike."
10.2307/2779219,10.2307/2779219,Sophisticated,Trends in Parental Socialization Values: Detroit  1958-1983,Duane F. Alwin,American Journal of Sociology,90,2,1984-09-01T00:00:00Z,pp. 359-382,The University of Chicago Press,fla,,"Using data from sample surveys of the Detroit metropolitan area carried out in 1958, 1971, and 1983, this paper examines patterns of change in parental socialization values over time. There is a clear and consistent increase during this period in the valuation of autonomy for children and a decrease in preferences for obedience. Important differences in the extent of change are observed among Catholics. The sources of these changing characteristics of Detroit families, particularly changing levels of education. Only about 25%-30% of the differential change among religio-ethnic categories can be attributed to such factors. Apart from these considerations, the changing alues of Detroit Catholics are nonetheless significant, and these trends are interpreted as the major source of aggregate social change observed in the Detroit surveys. These results are consistent with other evidence regarding the recent historical movement of Catholics away from what are often considered traditional definitions of family relationships. In addition, the results of this analysis suggest that, although education consistently affects parental values across time, occupation may be declining in its importance as a determinant of those values."
10.2307/2774272,10.2307/2774272,Sophisticated,Notes on the Concept of a Population,N. B. Ryder,American Journal of Sociology,69,5,1964-03-01T00:00:00Z,pp. 447-463,The University of Chicago Press,fla,,"This paper contains a description of the basic population model and a discussion of applications of the model to some problems of common concern to demographers and sociologists. The concept of a population is advocated as a frame of reference in investigations of population composition and process, in the resolution of differences between macroanalysis and microanalysis, and in the design of studies of social change."
10.2307/2763751,10.2307/2763751,Sophisticated,"Some Structural Material for the Idea ""Democracy""--Concluded",Albion W. Small,American Journal of Sociology,25,4,1920-01-01T00:00:00Z,pp. 405-444,The University of Chicago Press,fla,,
10.2307/2770651,10.2307/2770651,Sophisticated,Democratic Control in a Labor Union,Herbert A. Shepard,American Journal of Sociology,54,4,1949-01-01T00:00:00Z,pp. 311-316,The University of Chicago Press,fla,,"Toronto District of Amalgamated Clothing Workers of America (C.C.L.-C.I.O.) retains conspicuous elements of democratic control. In the preservation of democracy district autonomy, division of administrative authority between shop committees and local unions, and certain characteristics of the immigrant Jewish majority membership have been very effective. But now democratic control is threatened by the changing composition of membership without corresponding chages in local organization, by separation of the union from community life, and by inadequate motivation of new members. The democratic process has producted responsible leaders who are alert to these dangers."
