id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.2307/2782157,10.2307/2782157,Vote Turnout of Nineteenth Amendment Women: The Enduring Effect of Disenfranchisement,Glenn Firebaugh AND Kevin Chen,American Journal of Sociology,100,4,1995-01-01T00:00:00Z,pp. 972-996,The University of Chicago Press,fla,,"Nineteenth Amendment women are women in the United States who came of age during or just after the era when women could not vote. The roughly 4,000 such women included in the National Election Studies of 1952-88 provide an unusual opportunity for testing whether general historical conditions during childhood and adolescence have enduring effects. Despite common claims of cohort effects, some scholars remain skeptical because cohort effects are notoriously difficult to distinguish from age and period effects. Nineteenth Amendment women were in fact less likely to vote in the 1952-88 elections and this gender gap is unique to the amendment cohorts. These results provide strong evidence for the enduring effects of a cohort's historical conditioning."
10.1086/231161,10.1086/231161,Social Change and the Middle Classes  edited by Tim Butler and Mike Savage,Mark Western,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1779-1781,The University of Chicago Press,fla,,
10.2307/2772954,10.2307/2772954,Migrant Adjustment to City Life: The Egyptian Case,Janet Abu-Lughod,American Journal of Sociology,67,1,1961-07-01T00:00:00Z,pp. 22-32,The University of Chicago Press,fla,,"One third of Cairo's population are village migrants. Their pattern of settlement within the city is explored to reveal significant differences between types of migrants and to identify the kinds of adjustment they are called upon to make to the new physical, economic, social, and ideological requirements of city life. Certain anticipated difficulties in adjustment are found not to materialize, whereas others, often ignored by sociologists, assume greater importance."
10.2307/2780734,10.2307/2780734,Influence of the Marital History of Parents on the Marital and Cohabitational Experiences of Children,Arland Thornton,American Journal of Sociology,96,4,1991-01-01T00:00:00Z,pp. 868-894,The University of Chicago Press,fla,,"This article examines the influence of mothers' marital histories on the cohabitational and marital experiences of their children. Significant factors include whether the mother was pregnant at marriage, her age at marriage, and her experience with marital disruption and remarriage. The analysis is conducted within an event-history framework that controls for other features of the parental home, including socioeconomic status and religious affilaition. The evidence suggests that the children of mothers who married young and were pregnant at marriage entered into their own marital and nonmarital unions significantly earlier than others. The experience of parental marital dissolution increases children's nonmarital cohabitations but has little effect on their marriages. While no single causal mechanism can easily account for all of the empirical data, the combination of different attitudes toward marriage, nonmarital sex, and cohabitation can account for the empirical findings."
10.2307/2780645,10.2307/2780645,Novel Readings: The Social Organization of Interpretation,Marjorie L. DeVault,American Journal of Sociology,95,4,1990-01-01T00:00:00Z,pp. 887-921,The University of Chicago Press,fla,,"Theories of interpretation must explain not only the accuracy of interpretation but also the divergence between readings that arises from the socially situated nature of any reading. In this article, the sources of variant readings of a single novel ( The Late Bourgeois World, by Nadine Gordimer) are examined. Analysis of published statements (reviews and critical analyses) and comparison of these professional accounts with the author's own ""lay"" reading highlight the effects of the readers' genders, historical contexts, and purposes for reading on their constructions of the novel's content. The analysis demonstrates the collective character and significance of ""novel readings,"" specially those produced by cultural ""outsiders."""
10.2307/2771693,10.2307/2771693,Witch Beliefs and Social Structure,Monica Hunter Wilson,American Journal of Sociology,56,4,1951-01-01T00:00:00Z,pp. 307-313,The University of Chicago Press,fla,,"The witch beliefs of the Nyakyusa of Tanganyika and the Pondo of South Africa differ considerably. An attempts is made to relate these differences to the variations in the social structure of the two peoples. The Nyakyusa emphasis on lust for good food as the main incentive to witchcraft is connected with the fact that they live in age-villages, not kinship villages, while the Pondo emphasis on sex in witchcraft is related to their insistence on clan exogamy."
10.1086/231328,10.1086/231328,Desert Capitalism: Maquiladoras in North America's Western Industrial Corridor by Kathryn Kopinak,Leslie Sklair,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1121-1122,The University of Chicago Press,fla,,
10.1086/517896,10.1086/517896,Embeddedness  Inflation  and International Regimes: The IMF in the Early Postwar Period,Sarah Babb,American Journal of Sociology,113,1,2007-07-01T00:00:00Z,pp. 128-164,The University of Chicago Press,fla,,"This article explores why the International Monetary Fund (IMF) adopted a set of orthodox, anti‐inflationary policy prescriptions during the early postwar period, when Keynesian thinking was predominant. Drawing on primary documents from the IMF archive and secondary literature, the author argues that these early trends were fostered by dynamics familiar to organizational sociologists. Because organizations are designed by architects possessing bounded rationality, they must adapt to circumstances unforeseen at their founding. They may also be pushed in unexpected directions by the influential actors in their environments, the power of professionals, and the propensity to routinization. International regimes, which are partly made up of organizations, may therefore be prone to internal contradictions."
10.1086/231111,10.1086/231111,American Gay by Stephen O. Murray,Steven Epstein,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1483-1485,The University of Chicago Press,fla,,
10.2307/2779145,10.2307/2779145,Economic Development  Pension Policies  and the Labor Force Participation of Aged Males: A Cross-national  Longitudinal Approach,Fred C. Pampel AND Jane A. Weiss,American Journal of Sociology,89,2,1983-09-01T00:00:00Z,pp. 350-372,The University of Chicago Press,fla,,"The decline in labor force participation of aged males experienced by all developed countries can be seen as the result of two kinds of change: (1) economic growth and the need for a young, recently trained labor force has affected the educational system and occupational structure in ways that give young workers a competitive advantage and force older workers out of the labor force at mandatory retirement ages, and (2) government policies have been developed to make retirement more attractive financially and to induce older workers to leave the labor force voluntarily. This paper examines the additive and interactive influence of these two groups of variables using a sample of fix time points (every five years from 1950 to 1975) for 18 relatively developed nations. Models are estimated by using generalized least squares which relate labor force participation of males aged 65 and over to such variables as the size of the agricultural labor force, the old-age dependency ratio, government revenues, social insurance and pension benefits, coverage of the population by pension systems, and the existence of means and retirement tests. The results show dominant effects from the nonpolicy variables that relate to occupational changes in industrial economies and secondary effects from policy-manipulable variables such as pension expenditures that can be changed to increase labor force participation rates and ease the strain on social security systems."
10.2307/2762680,10.2307/2762680,The Sociological Stage in the Evolution of the Social Sciences,Albion W. Small,American Journal of Sociology,15,5,1910-05-01T00:00:00Z,pp. 681-697,The University of Chicago Press,fla,,
10.2307/3083233,10.2307/3083233,Historical and Sociological Research on the Family and the Life Cycle: Methodological Alternatives,Sarane Spence Boocock,American Journal of Sociology,84,,1978-01-01T00:00:00Z,pp. S366-S394,The University of Chicago Press,fla,,
10.2307/2764644,10.2307/2764644,The Conditions of Social Progress,L. L. Bernard,American Journal of Sociology,28,1,1922-07-01T00:00:00Z,pp. 21-48,The University of Chicago Press,fla,,"Social progress is an anthropomorphic concept, implying, in its most highly developed form, conscious comparison and valuation of two or more points or organizations in a perceived evolutionary process. Norms for measuring progress are established through the accumulated content of science, and they increase in precision with the advancement of scientific method. The chief conditions and limitations respecting social progress are the cosmic and physical, biological and psycho-social. Social progress has evolved from the ""blind"" or non-previsioned into the socially conscious or intelligently controlled stage, in which science is its chief aid and promoter. evertheless, there is much opposition still on the part of the sentimentalists and the traditional culturists to science and even to the concept of progress itself. Only a better-developed scientific method and a completer knowledge of the nature of society can overcome this."
10.1086/502693,10.1086/502693,The Construction of a Global Profession: The Transnationalization of Economics,Marion Fourcade,American Journal of Sociology,112,1,2006-07-01T00:00:00Z,pp. 145-194,The University of Chicago Press,fla,,"This article relies on an analysis of the institutionalization of economics worldwide during the 20th century to argue that the logic of professional development in this particular field has come to be increasingly defined in global terms. Connections to (mainly) U.S.‐based standards of work and professional practice are routinely used in the local competition whereby different professional segments and groups seek to assert their authority on particular jurisdictions (scientific, corporate, or political). In this process of professional construction (or reconstruction), economies are being transformed through complex transnational mechanisms which, ultimately, feed back into the identity and jurisdictional claims of the economics profession itself, both in the “core” and in the “periphery.”"
10.1086/210306,10.1086/210306,Philosophies of Integration: Immigration and the Idea of Citizenship in France and Britain by Adrian Favell,Carl-Ulrik Schierup,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 303-306,The University of Chicago Press,fla,,
10.2307/3083244,10.2307/3083244,Reinventing the Bourgeoisie: State Entrepreneurship and Class Formation in Dependent Capitalist Development,Peter Evans,American Journal of Sociology,88,,1982-01-01T00:00:00Z,pp. S210-S247,The University of Chicago Press,fla,,"This study examines the attempts of the Brazilian state to promote the expansion of the role of local capital in the capital goods and petrochemical industries during the period 1974-79. In the capital goods industry the attempt was unsuccessful and generated serious political opposition to the regime among local entrepreneurs, thus illustrating the extent to which processes of class formation lie outside the control of even a relatively powerful state apparatus. In the petrochemical industry the existence of a powerful state enterprise within the sector was critical to the state's ability to restructure the industry. What resulted was neither a ""reinvention of the bourgeoisie"" nor the creation of a ""state capitalist"" sector but, rather, an interesting oligopolistic community in which state and private local capital are thoroughly integrated and similarly organized. It is suggested that focusing on the concrete forms of such oligopolistic communities represents the most promising strategy for understanding the local side of dependent capitalist development."
10.2307/2772323,10.2307/2772323,Quota Restriction and Goldbricking in a Machine Shop,Donald Roy,American Journal of Sociology,57,5,1952-03-01T00:00:00Z,pp. 427-442,The University of Chicago Press,fla,,"When the production behavior of industrial workers is examined by participant observation, it is seen that loafing on the job may not be the simple line of inactivity that some students of the subject have thought it. Close scrutiny of the particulars of ""soldiering"" in one piecework machine shop revealed that group adherence to a ""bogey"" was but one of several kinds of output restriction in the repertoire of machine operatives and that the work group was restricting production day in and day out."
10.2307/2771335,10.2307/2771335,The Nature and Use of Biograms,Theodore Abel,American Journal of Sociology,53,2,1947-09-01T00:00:00Z,pp. 111-118,The University of Chicago Press,fla,,"Biograms are life-stories by persons who are members of a selected social group, written in compliance with specific directions as to content and form and for the purpose of obtaining mass data. Biograms are distinguished from autobiographies and life-histories. They are of value in the study of social change and aid in the discovery of patterns underlying social behavior."
10.2307/2767807,10.2307/2767807,The Contribution of Psychiatry to an Understanding of Behavior in Society,Edward Sapir,American Journal of Sociology,42,6,1937-05-01T00:00:00Z,pp. 862-870,The University of Chicago Press,fla,,"Psychiatrists are becoming more aware of the social component in conduct while social scientists are becoming more aware of the concerns of psychiatry. The concept of ""interpersonal relations"" constitutes a good meeting-ground. Psychiatrists, largely due to the problems with which their science began, have been excessively individualistic and have tended to regard as universal and invariant, modes of conduct found only in certain cultures. In the rebound from this view it is necessary to avoid the dangers of ""sociologism"" which would disregard the true task of psychicatry which is the understanding of the fundamental and relatively invariable structure of the personality. Psychiatry will be of assistance to social analysis to the extent that it aids in revealing the intricate symbolic network which binds individuals together into collectivities."
10.1086/592206,10.1086/592206,Reconstructing Race in Science and Society: Biology Textbooks  1952–2002,Ann Morning,American Journal of Sociology,114,s1,2008-11-01T00:00:00Z,pp. S106-S137,The University of Chicago Press,fla,,"How has growing knowledge about human genetics affected how American textbooks present race? This article analyzes 80 biology textbooks published from 1952 to 2002 to reveal that U.S. biology texts have pursued the topic of race with renewed vigor in recent years. Moreover, textbooks have redefined race as genetic without furnishing empirical evidence for this framing. The textbooks’ transformation sheds light on the broader relationship between race and science in the United States, where claims about racial difference have not only drawn instrumentally and selectively from empirical research, but at times forgo scientific grounding altogether. As the textbooks show, both the tight and the loose linkage of race to science can preserve the cultural authority of the race concept. The texts also make clear that race is not a one‐time construct or a relic of centuries past. Instead, it is continually remade—and is being reworked today—suggesting its dynamic adaptation for ongoing use as a fundamental tool of social stratification."
10.2307/2773132,10.2307/2773132,The Dialogue of Courtship in Popular Songs,Donald Horton,American Journal of Sociology,62,6,1957-05-01T00:00:00Z,pp. 569-578,The University of Chicago Press,fla,,The lyrics of American popular songs consist largely of elements of dialogue appropriate to a limited range of situations and relationships in the cycle of courtship. They provide a conventional language in which adolescents may formulate their changing and developing reciprocal expectations and self-conceptions.
10.1086/231324,10.1086/231324,Modernity and the State: East  West by Claus Offe,Fred Block,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1113-1114,The University of Chicago Press,fla,,
10.2307/2776390,10.2307/2776390,The Integration of Fieldwork and Survey Methods,Sam D. Sieber,American Journal of Sociology,78,6,1973-05-01T00:00:00Z,pp. 1335-1359,The University of Chicago Press,fla,,"A historical antagonism between the proponents of qualitative fieldwork and of survey research has prevented recognition of the benefits to be gained by employing both methods in the same study. Each method can be greatly strenthenedby appealing to the unique qualities of the other. Through examination of a number of cases in which the methods have been integrated, it is possible to discern important benefits is design, data collection, and analysis. In order tofully exploit the advantages of integration, however, adjustments in traditionalprocedures will have to be made, thereby yielding a new style of social research."
10.2307/2771840,10.2307/2771840,Compliant Behavior and Individual Personality,Reinhard Bendix,American Journal of Sociology,58,3,1952-11-01T00:00:00Z,pp. 292-303,The University of Chicago Press,fla,,"Propositions in sociology focus on what is true of large numbers of individuals, considered as social groups. Propositions in psychiatry focus on what is true of all men, while the underlying therapeutic evidence always deals with wath is true of the individual. Psychiatric interpretations of collective behavior presuppose a nonexistent integration between the individual and conventional behavior patterns. But the experience of the Nazi regime suggests that people submit to social pressures regardless of their character structure. The mores and folkways of a society are the challenge with which people cope emotionally in a variety of ways."
10.2307/2777298,10.2307/2777298,Protest or Work: Dilemmas of the Tourist Industry in American Chinatowns,Ivan Light AND Charles Choy Wong,American Journal of Sociology,80,6,1975-05-01T00:00:00Z,pp. 1342-1368,The University of Chicago Press,fla,,"In the compettitio between institutional and cultural theories of American poverty, the success of Chinese-Americans has provided telling evidence for the cultural view. However, recent events in American Chinatowns show that the cultural interpretation was overdrawn. The dependence of Chinatowns upon the tourist in dustry has constrained residents to suppress visible manifestations of social unrest and pathology in order to attract customers. The inability of the tourist industry to keep pace with recent immigrations is now bringing these previously suppressed manifestations to the surface. The Chinatown case suggests that the industrial division of labor will prove a fruitful place to seek a synthesis of cultural and institutional theories."
10.2307/2776628,10.2307/2776628,Charisma  Recognition  and the Motivation of Scientists,Bernard H. Gustin,American Journal of Sociology,78,5,1973-03-01T00:00:00Z,pp. 1119-1134,The University of Chicago Press,fla,,"Desire for recognition is a theoretically and empirically indadequate key to the motivation of scientists. A large proportion of the scientific community publishes very little. The elite, prolific scientists are neither dependent on nor rewarded for the publication of their research, and most work by average scientists is hardly ever acknowledged, much less rewarded, with citations and prizes. Charisma is proposed as a complementary basis for an explanation of scientific motivation. Its function in the stratification system, linked to the relationship between the published literature and informal mechanisms of scientific communication and the cumulative pattern of growth of scientific knowledge, is outlined."
10.2307/2780042,10.2307/2780042,Short-Term Projects and Emergent Careers: Evidence from Hollywood,Robert R. Faulkner AND Andy B. Anderson,American Journal of Sociology,92,4,1987-01-01T00:00:00Z,pp. 879-909,The University of Chicago Press,fla,,"The Hollywood film industry is considered as a system of recurrent ties among the various major participants who usually work under short-term contracts for single films. This form of project-based organization in seen as a response to uncertainty and risk in the film industry. The Paper examines the ways in which independent contractors-producers, directors, cinematographers, and actors-organize and operate to reduce uncertainty and risk and to increase profits. The analysis of data from 2,430 films made in the period 1965-80 establishes patterns of recurrent ties among participants who are at comparable levels of cumulative productivity with respect to earnings, Oscars, Oscar nominations, and number of  previous films. The paper also considers the degree to which film earnings are influenced by the past productivity of the major participants."
10.2307/3083222,10.2307/3083222,Approaches to Social Change and the Family,Glen H. Elder Jr.,American Journal of Sociology,84,,1978-01-01T00:00:00Z,pp. S1-S38,The University of Chicago Press,fla,,
10.2307/2769447,10.2307/2769447,Law in Pareto's Sociology,N. S. Timasheff,American Journal of Sociology,46,2,1940-09-01T00:00:00Z,pp. 139-149,The University of Chicago Press,fla,,"Law is not the subject matter of a separate chapter in Pareto's sociological treatise and is not mentioned by him as one of the factors of social equilibrium. Legal phenomena, especially positive law and legal theory, are, however, analyzed by him in different parts of his work and are interpreted in terms of logical actions, residues, and derivations. When systematized, these statements throw new light on the difficult problem of the relative distance of various legal phenomena from behavior tendencies and conditions underlying them."
10.2307/2771158,10.2307/2771158,Racial Attitudes in Brazil,Emílio Willems,American Journal of Sociology,54,5,1949-03-01T00:00:00Z,pp. 402-408,The University of Chicago Press,fla,,"The nonexistence of race prejudice in Brazil has been traced back to the Portuguese, who mingled with colored people wherever they established settlements. However, there are some indications that, at least in southern Brazil, deviational attitudes of race behavior may be found among white minorities; yet sometimes is seems difficult to distinguish them from class prejudice. Contrary to the situation in the United States, public opinion in Brazil is strongly opposed to any kind of racial discrimination."
10.1086/231141,10.1086/231141,Max Weber and Democratic Politics by Peter Breiner,Robert J. Antonio,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1741-1743,The University of Chicago Press,fla,,
10.2307/2779799,10.2307/2779799,Is 1980s Sociology in the Doldrums?,Randall Collins,American Journal of Sociology,91,6,1986-05-01T00:00:00Z,pp. 1336-1355,The University of Chicago Press,fla,,"Recent feelings of malaise about the condition of sociology confuse the institutional level of the profession's material support with sociology's intellectual content. The ""crisis"" has been largely the result of a very rapid increase in the number of sociologists in the late 1960s and the 1970s, which has not only caused career problems but has brought increased specialization and mutual metatheoretical recriminations among contending specialties. Both the touting of new quantitative methodologies and the antipositivism of opposing camps tend to operate as ideologies for particular specialties and to obscure the substantive advances that are possible. A number of areas in which creative work is likely to go on in the next 10 years are sketched: historical change; emotion versus cognition; the micro-macro connection; an integrated theory of organizations, networks, and markets; and sex and gender."
10.1086/659639,10.1086/659639,The Credit Crisis as a Problem in the Sociology of Knowledge,Donald MacKenzie,American Journal of Sociology,116,6,2011-05-01T00:00:00Z,pp. 1778-1841,The University of Chicago Press,fla,,"This article analyzes the role in the credit crisis of the processes by which market participants produce knowledge about financial instruments. Employing documentary sources and 87 predominantly oral history interviews, the article presents a historical sociology of the clusters of evaluation practices surrounding ABSs (asset-backed securities, most importantly mortgage-backed securities) and CDOs (collateralized debt obligations). Despite the close structural similarity between ABSs and CDOs, these practices came to differ substantially and became the province (e.g., in the rating agencies) of organizationally separate groups. In consequence, when ABS CDOs (CDOs in which the underlying assets are ABSs) emerged, they were evaluated in two separate stages. This created a fatally attractive arbitrage opportunity, large-scale exploitation of which sidelined previously important gatekeepers (risk-sensitive investors in the lower tranches of mortgage-backed securities) and eventually magnified and concentrated the banking system’s calamitous mortgage-related losses."
10.1086/231323,10.1086/231323,Fanon's Dialectic of Experience by Ato Sekyi-Otu,David Scott,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1110-1113,The University of Chicago Press,fla,,
10.1086/231316,10.1086/231316,Crisis and Transformation: The Kibbutz at Century's End by Eliezer Ben-Rafael,Benjamin D. Zablocki,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1098-1099,The University of Chicago Press,fla,,
10.2307/2763509,10.2307/2763509,The Social Psychology of Morality and Its Bearing on Moral Education,Joseph K. Folsom,American Journal of Sociology,23,4,1918-01-01T00:00:00Z,pp. 433-490,The University of Chicago Press,fla,,
10.2307/2775640,10.2307/2775640,Who Voted for Hitler? A New Look at the Class Basis of Naziism,Karl O'Lessker,American Journal of Sociology,74,1,1968-07-01T00:00:00Z,pp. 63-69,The University of Chicago Press,fla,,"No agreement yet exists among social scientists as to sources of naziism's sudden electoral surge in 1930 and 1932. One widely held view, stressing the importance of the ""outcast and apathetic,"" has been sharply challenged by S. M. Lipset, who argues that electoral support for Hitler was essentially a middle-class phenomenon. But on the basis of a new analysis of the voting returns, I conclude that a combination of former non-voters and traditional Rightists gave naziism its first great success, and the bulk of the middle-class vote went to Hitler only after the Nazis had established themselves as the largest non-Marxist party in Germany."
10.1086/231093,10.1086/231093,Constitutive Criminology: Beyond Postmodernism by Stuart Henry and Dragan Milovanovic,Mark Colvin,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1448-1450,The University of Chicago Press,fla,,
10.1086/231089,10.1086/231089,Of Facts and Fables: Reply to Denzin,Joan Huber AND John Mirowsky,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1423-1429,The University of Chicago Press,fla,,
10.1086/210298,10.1086/210298,Russia's Economy of Favours: Blat  Networking and Informal Exchange by Alena V. Ledeneva,Federico Varese,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 288-290,The University of Chicago Press,fla,,
10.2307/2770358,10.2307/2770358,Homogamy in Social Characteristics,Ernest W. Burgess AND Paul Wallin,American Journal of Sociology,49,2,1943-09-01T00:00:00Z,pp. 109-124,The University of Chicago Press,fla,,"Previous studies of homagamy show that married couples tend more to resemble than to differ from each other in physical and psychological traits. Data secured from one thousand engaged couples living in the Chicago metropolitan area make it possible to present the evidence on homagamy for social characteristics. In all but six of the fifty-one social characteristics studied, the excess of the actual over the expected percentage of resemblance between members of the couple is statistically significant. The tendency for homogamy, however, varies by different social characteristics, as may be indicated by the mean value of C for groups of items as follows: religious affiliation and behavior, .54; family backgrounds, .38; courtship behavior, .33; conceptions of marriage, .31; social participation, .24; and family relationships, .12."
10.2307/2776571,10.2307/2776571,The Politics of American Sociologists,Seymour Martin Lipset AND Everett Carll Ladd AND Jr.,American Journal of Sociology,78,1,1972-07-01T00:00:00Z,pp. 67-104,The University of Chicago Press,fla,,"Various critiques of American sociology, most recently that of Alvin Gouldner, argue that the domain assumptions of the field stemming from the functionalist approach of Talcott Parsons have imposed an essentially conservative system maintenance set of concerns on the field. Gouldner suggests that Parsons's approach reflects a lifelong opposition to socialism. In fact, Parsons's personal history belies these contentions. Further, a variety of survey studies, including a major unpublished one by Gouldner, indicate that sociologists as a group have been the most left-disposed field in academe, an occupation which is to the left of other strata. Within sociology, the ""achievers,"" those at the most prestigeous schools, who have published most, and have the most research funds, are to the left of others in the field. This pattern reflects a general characteristics of intellectual life in which the most successful people hold more unorthodox socially critical views, behavior which may stem from a link between creativity and heterodoxy. The fact that sociology is to the left of other fields may be inherent in the subject material it deals with, its distrust of reason, and its role as a debunker."
10.1086/231103,10.1086/231103,The Heartland Chronicles by Douglas E. Foley,Sylvia Rodríguez,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1469-1470,The University of Chicago Press,fla,,
10.2307/3083246,10.2307/3083246,The Intelligentsia in the Class Structure of State-Socialist Societies,Ivan Szelenvi,American Journal of Sociology,88,,1982-01-01T00:00:00Z,pp. S287-S326,The University of Chicago Press,fla,,"The paper describes the class structure of East European state-socialist societies, positing the existence of a class dichotomy between the working class and the intelligentsia. This thesis challenges those theories which claim that the importance of class conflicts declined under state socialism and that therefore such societies should be described as containing nonantagonistic classes or strata. It also challenges the critical theories which acknowledge the existence of a new dominant class in Eastern Europe, but which describe that class as the bureaucracy or technobureaucracy. This paper attempts to base its class analysis on the exploration of the mechanisms and institutions of expropriation of surplus under state socialism. It is suggested that in contemporary Eastern Europe private ownership and market mechanisms of expropriation have been replaced by central planning and redistribution of the economic surplus. All those who have vested interests in the maximization of redistributive power are members of a new dominating class. If we define the new class this way it will include more than just the bureaucracy; potentially, it includes the whole intelligentsia. The paper describes the new dominant class of intelligentsia as a class in statu nascendi. The formation of this class takes a whole historical epoch. In the first stage of state-socialist development the Djilas thesis is basically accurate: under Stalinism and in the early post-Stalinist years the bureaucracy had the monopoly of power. During the last two decades, on the other hand, the social base of power holders has broadened, especially in those countries which experimented with economic and political reforms. The formation of a new dominant class which incorporates the whole of the intelligentsia is now under way."
10.2307/2779522,10.2307/2779522,Family Structure and the Reproduction of Poverty,Sara McLanahan,American Journal of Sociology,90,4,1985-01-01T00:00:00Z,pp. 873-901,The University of Chicago Press,fla,,"Recent analysts have argued that the female-headed family is responsible for the growth of an ""underclass"" in America. This study uses longitudinal data taken from the Michigan Panel Study of Income Dynamics to address the questions whether and why offspring in female-headed households are more likely to experience persistent poverty in adulthood. Four hypotheses regarding the effect of a father's absence are tested: the ""no-effects"" hypothesis, the ""economic-deprivation"" hypothesis, the ""father-absence"" hypothesis, and the ""family-stress"" hypothesis. Separate analyses are presented for black and whites. The findings indicate that growing up in a female-headed family increases the risk of poverty, but not because of father absence per se. Among whites, economic deprivation and the stress associated with recent family disruption account for nearly all the negative effects of family structure on offsprings' attainment, whereas among black the results are more mixed."
10.1086/231083,10.1086/231083,Social Science and the Quest for a Just Society,Immanuel Wallerstein,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1241-1257,The University of Chicago Press,fla,,"Behind the current passionate debates about structure versus agency lies the ancient debate of determinism versus free will. The article reviews the debate and its dilemmas in theology, philosophy, revolutionary theorizing, and social science. The epistemological issues have been reopened and redefined by complexity studies in the natural sciences and cultural studies in the humanities, both of which involve a turn toward some central premises of social science. It is argued that social science will be epistemologically central to all knowledge and that utopistics will be a central responsibility of social scientists. It is also argued that science is at its very beginnings, and that the future will be built on going beyond the antinomy determinism/free will."
10.1086/231342,10.1086/231342,The Self in the Family: A Classification of Personality  Criminality  and Psychopathology by Luciano L'Abate  with Margaret S. Baggett,Kenneth C. Land,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1147-1149,The University of Chicago Press,fla,,
10.2307/2763629,10.2307/2763629,Fifty Years of Sociology in the United States (1865-1915),Albion W. Small,American Journal of Sociology,21,6,1916-05-01T00:00:00Z,pp. 721-864,The University of Chicago Press,fla,,
10.1086/506414,10.1086/506414,Structural Influences on Activism and Crime: Identifying the Social Structure of Discontent,Rory McVeigh,American Journal of Sociology,112,2,2006-09-01T00:00:00Z,pp. 510-566,The University of Chicago Press,fla,,"By applying and extending the logic of Peter Blau's theory of social structure, this article identifies structural features of U.S. counties that are associated with high levels of crime, the presence of activist organizations as ideologically diverse as civil rights organizations and antiabortion groups, and low levels of voter turnout. Key empirical findings include positive effects of ethnic heterogeneity, religious heterogeneity, and income inequality on both the crime rate and the number of activist organizations in counties. Educational inequality diminishes the positive effect of income inequality on activism and has a strong negative effect on the crime rate. Many structural conditions associated with high numbers of activist organizations and a high crime rate decrease voter turnout rates."
10.2307/2777255,10.2307/2777255,On the Definition of Status Inconsistency,Moshe Hartman,American Journal of Sociology,80,3,1974-11-01T00:00:00Z,pp. 706-721,The University of Chicago Press,fla,,"For properly defining the concept of status inconsistency, six types of assumptions are required, dealing with the types of variables (stratification scales) that should be used to measure atatus inconsistency, the comparability of the scales, and the structures of the interrelations among these scales. Some of the relations among status inconsistency, social mobility, and basic concept of social stratification are considered briefly."
10.1086/210284,10.1086/210284,The Politics of Religious Apostasy: The Role of Apostates in the Transformation of Religious Movements  edited by David G. Bromley,William Sims Bainbridge,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 261-262,The University of Chicago Press,fla,,
10.2307/2779917,10.2307/2779917,Durkheim  Frazer  and Smith: The Role of Analogies and Exemplars in the Development of Durkheim's Sociology of Religion,Robert Alun Jones,American Journal of Sociology,92,3,1986-11-01T00:00:00Z,pp. 596-627,The University of Chicago Press,fla,,"By the time of his last major work, The Elementary Forms of the Religious Life (1912), Durkheim's arguments concerning the influence of society on individual action were no longer couched predominantly in a language of externality and constraint. In 1913, defending the ""principal ideas"" of that work, Durkheim supported his conception of the ""duality of human nature"" (simultaneously social and individual) by emphasizing the ""dynamogenic quality of religion,"" its ability to inspire human aciton a well as to curb it. These arguments do not represent a straighforward development of Durkheim's earlier work but must be undestood within the borader intellectual context within which he worked. Of particular importance were the growing differences among British social anthropologists, notably William Robertson Smith and James Frazer, concerning the mythic or utilitarian nature of primitive religion. On the evidence of this context, it is argued that one of the most critical shifts in the development of Durkheim's sociology of religion took place only after 1900. The process by which Durkheim developed his arguments in support of the former position may be understood in the light of recent work associated with the ""strong programme"" in the sociology of science. Major contemporary works used by Durkheim can be viewed as exemplars and the basis for analogies between substantively different areas of work rather than as the product of the application of a generalizable sociological method."
10.2307/2772776,10.2307/2772776,"Variables in the Formation of So-Called ""Minority Groups""",E. K. Francis,American Journal of Sociology,60,1,1954-07-01T00:00:00Z,pp. 6-14,The University of Chicago Press,fla,,"Derivative minority groups are formed when new patterns of social interaction result from the transfer of a sufficient number of individuals from one society to another; and when the host society is not isomorphic with the parent society in regard to important constitutive factors, such as the rural or urban, and the solidaristic or individualistic forms of social organization. Primary minority groups are the result of a new relationship established between two pre-existing functioning social systems through annexation of a territory with its population or more rarely through group migration. In this case lack of isomorphism between parent and host society tends to decrease the chance of the minority group to preserve itself as a functioning social system. Four different species of primary and two species of derivative minority groups are described."
